No. Reads;root;organism;Domain;Group;Phylum;Class;;;;;
10;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;
10;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;
9;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;
9;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;
9;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;;;;;
9;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;;;;;
9;root;cellular organisms;Eukaryota;Stramenopiles;Bacillariophyta;Bacillariophyceae;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Serpula lacrymans var. lacrymans S7.3;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Fusarium oxysporum species complex;Fusarium oxysporum;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Torrubiella hemipterigena;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Hortaea werneckii;Hortaea werneckii EXF-2000;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Paracoccidioides lutzii Pb01;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Aspergillus aculeatus ATCC 16872;;;;
9;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
9;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
9;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
9;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;unclassified Ciliophora;;;;;
9;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
9;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
9;root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;;;;;
9;root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Peregrinibacteria;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Deinococcus-Thermus;Deinococci;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
9;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;
9;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;
9;root;cellular organisms;Bacteria;PVC group;Chlamydiae;Chlamydiia;;;;;
8;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Ulvophyceae;;;;;
8;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Ulvophyceae;;;;;
8;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Ulvophyceae;;;;;
8;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;;;;;
8;root;cellular organisms;Eukaryota;Rhodophyta;;;;;;;
8;root;cellular organisms;Eukaryota;Rhizaria;Cercozoa;Imbricatea;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;unclassified Fungi;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Microsporidia;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Pestalotiopsis fici;Pestalotiopsis fici W106-1;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Neonectria ditissima;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Alternaria;Alternaria alternata group;Alternaria alternata;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Parastagonospora;Parastagonospora nodorum;Parastagonospora nodorum SN15;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascochyta;Ascochyta rabiei;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Rasamsonia emersonii CBS 393.64;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Aspergillus versicolor CBS 583.65;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Capronia coronata CBS 617.96;;;;
8;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
8;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
8;root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;;;;;
8;root;cellular organisms;Eukaryota;Amoebozoa;Archamoebae;Entamoebidae;;;;;
8;root;cellular organisms;Eukaryota;Alveolata;Colponemidia;Colponema;;;;;
8;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
8;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
8;root;cellular organisms;Bacteria;environmental samples;uncultured bacterium 5G12;;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
8;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;;;
8;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;;;;;
8;root;cellular organisms;Bacteria;PVC group;Planctomycetes;Planctomycetia;;;;;
8;root;cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;;;;;
8;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;
8;root;cellular organisms;Archaea;Euryarchaeota;Halobacteria;Natrialbales;;;;;
8;root;cellular organisms;Archaea;Asgard group;Candidatus Lokiarchaeota;Lokiarchaeum;;;;;
7;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Ulvophyceae;;;;;
7;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;;;;;
7;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;;;;;
7;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;;;;;
7;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Microsporidia;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Phaeoacremonium minimum;Phaeoacremonium minimum UCRPA7;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Grosmannia clavigera;Grosmannia clavigera kw1407;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Purpureocillium lilacinum;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Escovopsis weberi;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Isaria fumosorosea;Isaria fumosorosea ARSEF 2679;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Colletotrichum graminicola;Colletotrichum graminicola M1.001;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Sclerotinia sclerotiorum 1980 UF-70;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Stemphylium;Stemphylium lycopersici;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Pyrenophora;Pyrenophora teres;Pyrenophora teres f. teres;Pyrenophora teres f. teres 0-1;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Epicoccum;Epicoccum nigrum;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Pyrenochaeta;Pyrenochaeta sp. DS3sAY3a;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Diplodia seriata;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Aspergillus wentii DTO 134E9;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Aspergillus sydowii CBS 593.65;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Endocarpon pusillum Z07020;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;
7;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;;;;;
7;root;cellular organisms;Eukaryota;Haptophyceae;Pavlovales;Pavlovaceae;;;;;
7;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
7;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
7;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
7;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
7;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;
7;root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;;;;;
7;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
7;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
7;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Conoidasida;;;;;
7;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
7;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;
7;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;;;;;;
7;root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;;;;;
7;root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Candidatus Schekmanbacteria;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;environmental samples;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;unclassified Actinobacteria;;;;;
7;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;
