No. Reads;root;organism;Domain;Group;Phylum;Class;;;;;;;;;;;;;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Xylariales;Diatrypaceae;Eutypa;Eutypa lata;Eutypa lata UCREL1;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum species complex;Fusarium oxysporum;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Hypocreales;Cordycipitaceae;;;;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Mytilinidiales;Argynnaceae;Lepidopterella;Lepidopterella palustris;Lepidopterella palustris CBS 459.81;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Capnodiales;Mycosphaerellaceae;Dothistroma;Dothistroma septosporum;Dothistroma septosporum NZE10;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Umbilicariales;Umbilicariaceae;Umbilicaria;Umbilicaria pustulata;;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Pneumocystis murina B123;;;;;;;
20;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;;;;;;;;;;;;;;;
20;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;;;;;;;;;;;
20;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;;;;;;;;;;;;;
20;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
20;root;Viruses;unclassified bacterial viruses;Phage GMSE-1;;;;;;;;;;;;;;;;;
20;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus;;;;;;;;;;;;;;;
20;root;Viruses;Retro-transcribing viruses;Caulimoviridae;Badnavirus;unclassified Badnavirus;;;;;;;;;;;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Puccinia triticina 1-1 BBBD Race 1;;;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Pisolithus;Pisolithus microcarpus;Pisolithus microcarpus 441;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Piloderma croceum;Piloderma croceum F 1598;;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Laccaria amethystina;Laccaria amethystina LaAM-08-1;;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Trametes pubescens;;;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta ligniaria;Coniochaeta ligniaria NRRL 30616;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Hypocreales;Ophiocordycipitaceae;Purpureocillium;Purpureocillium lilacinum;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Hypocreales;Clavicipitaceae;Claviceps;Claviceps purpurea;Claviceps purpurea 20.1;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Erysiphaceae;Erysiphe;Erysiphe necator;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Pleosporales;Massarineae;Didymosphaeriaceae;Paraphaeosphaeria;Paraphaeosphaeria sporulosa;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Capnodiales;Mycosphaerellaceae;Pseudocercospora;Pseudocercospora fijiensis;Pseudocercospora fijiensis CIRAD86;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Aspergillaceae;Aspergillus;Aspergillus aculeatus;Aspergillus aculeatus ATCC 16872;;;;
19;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Herpotrichiellaceae;Exophiala;Exophiala aquamarina;Exophiala aquamarina CBS 119918;;;;
19;root;cellular organisms;Eukaryota;Amoebozoa;Mycetozoa;Myxogastria;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;;;;;;;;;;;
19;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;;;;;;;;;;;
19;root;Viruses;dsDNA viruses, no RNA stage;Herpesvirales;Herpesviridae;Betaherpesvirinae;;;;;;;;;;;;;;;
19;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
19;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
18;root;cellular organisms;Eukaryota;Stramenopiles;Raphidophyceae;unclassified Raphidophyceae;;;;;;;;;;;;;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;Mucor circinelloides f. lusitanicus CBS 277.49;;;;;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Ascoidea rubescens;Ascoidea rubescens DSM 1968;;;;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Ophiostomatales;Ophiostomataceae;Sporothrix;;;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Hypocreales;Hypocreales incertae sedis;Acremonium;Acremonium chrysogenum;Acremonium chrysogenum ATCC 11550;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Herpotrichiellaceae;Exophiala;Exophiala oligosperma;;;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Schizosaccharomyces cryophilus OY26;;;;;;;
18;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Pneumocystis carinii B80;;;;;;;
18;root;cellular organisms;Eukaryota;Alveolata;Apicomplexa;Aconoidasida;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;;;;;;;;;;;;;;;
18;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;;;;;;;;;;;;;;
18;root;cellular organisms;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;;;;;;;;;;;;;;;
18;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus;;;;;;;;;;;;;;;
18;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus;;;;;;;;;;;;;;;
18;root;Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus;;;;;;;;;;;;;;;
17;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;;;;;;;;;;;;;;;
17;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;;;;;;;;;;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;unclassified Fungi;;;;;;;;;;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Rhizopogon;;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Coprinopsis cinerea;Coprinopsis cinerea okayama7#130;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Trametes cinnabarina;;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Punctularia strigosozonata;Punctularia strigosozonata HHB-11173 SS5;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Ogataea polymorpha;;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Clavispora/Candida clade;[Candida] auris;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Magnaporthales;Magnaporthaceae;Gaeumannomyces;Gaeumannomyces tritici;Gaeumannomyces tritici R3-111a-1;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium longisporum;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Pleosporales;;;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Botryosphaeriales;Botryosphaeriaceae;Diplodia;Diplodia seriata;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Trichocomaceae;Talaromyces;Talaromyces cellulolyticus;;;;;
17;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Aspergillaceae;;;;;;;
17;root;cellular organisms;Eukaryota;Euglenozoa;Kinetoplastida;Trypanosomatidae;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Thermomicrobia;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;PVC group;Candidatus Omnitrophica;unclassified Candidatus Omnitrophica;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
17;root;cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;;;;;;;;;;;;;;;
17;root;Viruses;dsDNA viruses, no RNA stage;Herpesvirales;Herpesviridae;Betaherpesvirinae;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;prasinophytes;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Stramenopiles;Oomycetes;Peronosporales;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Stramenopiles;Blastocystis;;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Microsporidia;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Trichosporon asahii var. asahii;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Suillus;Suillus luteus;Suillus luteus UH-Slu-Lm8-n1;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Termitomyces sp. J132;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Lactarius sp. VTMH 1057;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Vanderwaltozyma polyspora;;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Kazachstania africana;Kazachstania africana CBS 2517;;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma atroviride;Trichoderma atroviride IMI 206040;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Phaeomoniellales incertae sedis;Phaeomoniella;Phaeomoniella chlamydospora;;;;;
16;root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;;;;;;;;Herpotrichiellaceae;Exophiala;;;;;;
16;root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;;;;;;;;;;;;;;;
16;root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;;;;;;;;;;;;;;;
